alias,gene
ENSG00000101327,PDYN
ENSG00000125834,STK35
ENSG00000226644,RP11-128M1.1
ENSG00000125780,TGM3
ENSG00000166948,TGM6
ENSG00000125835,SNRPB
ENSG00000256566,RP4-734P14.4
ENSG00000088876,ZNF343
ENSG00000149488,TMC2
ENSG00000101361,NOP56
ENSG00000101365,IDH3B
ENSG00000228293,RP4-686C3.7
ENSG00000088881,EBF4
ENSG00000088882,CPXM1
ENSG00000132635,PCED1A
ENSG00000215305,VPS16
ENSG00000132670,PTPRA
ENSG00000125787,GNRH2
ENSG00000125901,MRPS26
ENSG00000101405,OXT
ENSG00000101200,AVP
ENSG00000263905,RN7SL555P
ENSG00000235958,UBOX5-AS1
ENSG00000185019,UBOX5
ENSG00000088899,LZTS3
ENSG00000198171,DDRGK1
ENSG00000125877,ITPA
ENSG00000088836,SLC4A11
ENSG00000277287,RP4-794I6.4
ENSG00000088854,C20orf194
ENSG00000088812,ATRN
ENSG00000230568,SF3A3P1
ENSG00000125861,GFRA4
ENSG00000149451,ADAM33
ENSG00000088827,SIGLEC1
ENSG00000132622,HSPA12B
ENSG00000101220,C20orf27
ENSG00000101222,SPEF1
ENSG00000125817,CENPB
ENSG00000101224,CDC25B
ENSG00000275491,RP5-1009E24.8
ENSG00000274949,RP5-1009E24.9
ENSG00000125843,AP5S1
ENSG00000088888,MAVS
ENSG00000229539,RP11-119B16.2
ENSG00000125779,PANK2
ENSG00000275582,RP4-681N20.5
ENSG00000101236,RNF24
ENSG00000226608,FTLP3
ENSG00000215063,RPL21P2
ENSG00000088826,SMOX
ENSG00000230176,LINC01433
ENSG00000171873,ADRA1D
ENSG00000238282,RP5-1164C1.2
ENSG00000226948,RPS4XP2
ENSG00000171867,PRNP
ENSG00000171864,PRND
ENSG00000180259,PRNT
ENSG00000278595,RP5-1068H6.6
ENSG00000101265,RASSF2
ENSG00000089057,SLC23A2
ENSG00000252096,SNORA31
ENSG00000277087,RP5-1116H23.6
ENSG00000276768,RP5-1116H23.5
ENSG00000278816,RP5-1116H23.4
ENSG00000277425,RP5-1116H23.3
ENSG00000089063,TMEM230
ENSG00000132646,PCNA
ENSG00000101290,CDS2
ENSG00000225022,UBE2D3P1
ENSG00000101292,PROKR2
ENSG00000226995,LINC00658
ENSG00000230563,RP5-828H9.1
ENSG00000205181,LINC00654
ENSG00000266908,RP5-1022P6.7
ENSG00000225640,RP5-1022P6.4
ENSG00000235820,RP5-1022P6.5
ENSG00000125772,GPCPD1
ENSG00000233578,EIF4EP1
ENSG00000171984,C20orf196
ENSG00000089199,CHGB
ENSG00000089195,TRMT6
ENSG00000125885,MCM8
ENSG00000278719,MCM8-AS1
ENSG00000275632,RP5-967N21.11
ENSG00000263755,RN7SL498P
ENSG00000088766,CRLS1
ENSG00000125872,LRRN4
ENSG00000278192,RP5-1056H1.2
ENSG00000101311,FERMT1
ENSG00000234241,RP4-775C13.1
ENSG00000229876,CASC20
ENSG00000125845,BMP2
ENSG00000232271,RP4-764O22.1
ENSG00000228888,LINC01428
ENSG00000224711,RP5-988G17.1
ENSG00000215586,RP5-836E8.1
ENSG00000101323,HAO1
ENSG00000125827,TMX4
ENSG00000229766,RP5-971N18.3
ENSG00000182621,PLCB1
ENSG00000101333,PLCB4
ENSG00000225988,LAMP5-AS1
ENSG00000125869,LAMP5
ENSG00000101349,PAK7
ENSG00000232738,RP5-986I17.2
ENSG00000132623,ANKEF1
ENSG00000227906,SNAP25-AS1
ENSG00000230506,RP11-416N4.4
ENSG00000132639,SNAP25
ENSG00000230750,SDAD1P2
ENSG00000125863,MKKS
ENSG00000149346,SLX4IP
ENSG00000235036,RP5-1099D15.1
ENSG00000101384,JAG1
ENSG00000270792,RP11-103J8.1
ENSG00000234900,RP1-278O22.2
ENSG00000232900,RP4-697P8.3
ENSG00000270777,RP11-103J8.2
ENSG00000125899,C20orf187
ENSG00000230990,RP4-734C18.1
ENSG00000261411,RP11-268G13.1
ENSG00000228422,LINC00687
ENSG00000132640,BTBD3
ENSG00000236526,RP4-742J24.2
ENSG00000230437,RP11-102J14.1
ENSG00000235698,PA2G4P2
ENSG00000233048,RP5-1069C8.2
ENSG00000172296,SPTLC3
ENSG00000271426,RP4-718P11.1
ENSG00000101230,ISM1
ENSG00000226263,ISM1-AS1
ENSG00000278153,RP4-585I14.3
ENSG00000089123,TASP1
ENSG00000236811,GAPDHP2
ENSG00000089048,ESF1
ENSG00000101247,NDUFAF5
ENSG00000101251,SEL1L2
ENSG00000172264,MACROD2
ENSG00000125848,FLRT3
ENSG00000235914,MACROD2-AS1
ENSG00000237832,RP5-974N19.1
ENSG00000089177,KIF16B
ENSG00000273998,RP4-777L9.2
ENSG00000275728,RP4-777L9.3
ENSG00000228809,RP4-705D16.3
ENSG00000125870,SNRPB2
ENSG00000125879,OTOR
ENSG00000236985,RP5-1195D24.1
ENSG00000125851,PCSK2
ENSG00000232241,DYNLT3P1
ENSG00000125864,BFSP1
ENSG00000232333,RPS27AP2
ENSG00000125868,DSTN
ENSG00000125844,RRBP1
ENSG00000125888,BANF2
ENSG00000089006,SNX5
ENSG00000125850,OVOL2
ENSG00000125871,MGME1
ENSG00000218902,PTMAP3
ENSG00000229262,RP4-726N1.2
ENSG00000232838,PET117
ENSG00000149474,CSRP2BP
ENSG00000232943,RP4-717M23.2
ENSG00000125846,ZNF133
ENSG00000237259,RP4-568F9.3
ENSG00000230010,RP4-568F9.6
ENSG00000237282,LINC00851
ENSG00000089091,DZANK1
ENSG00000132664,POLR3F
ENSG00000225419,RPL21P3
ENSG00000089050,RBBP9
ENSG00000214612,RPS19P1
ENSG00000101310,SEC23B
ENSG00000232388,LINC00493
ENSG00000125821,DTD1
ENSG00000232136,DUXAP7
ENSG00000233993,RP11-379J5.5
ENSG00000179935,LINC00652
ENSG00000273148,RP5-1068E13.7
ENSG00000149443,C20orf78
ENSG00000274863,RP11-97N19.3
ENSG00000185052,SLC24A3
ENSG00000179447,RP5-1027G4.3
ENSG00000232675,RP4-718D20.3
ENSG00000268628,RP1-122P22.4
ENSG00000233895,RP1-122P22.2
ENSG00000236992,RPL12L3
ENSG00000275142,RP5-999L4.2
ENSG00000132669,RIN2
ENSG00000173418,NAA20
ENSG00000101343,CRNKL1
ENSG00000089101,CFAP61
ENSG00000229500,RPL17P1
ENSG00000243810,RP5-1096J16.1
ENSG00000280229,RP11-470C13.4
ENSG00000173404,INSM1
ENSG00000188559,RALGAPA2
ENSG00000213384,EIF4E2P1
ENSG00000234104,RP5-1177M21.1
ENSG00000225127,LINC00237
ENSG00000235065,RPL24P2
ENSG00000088970,KIZ
ENSG00000199509,RNA5SP477
ENSG00000228604,RP5-872K7.7
ENSG00000232712,KIZ-AS1
ENSG00000275457,RP1-198K11.5
ENSG00000088930,XRN2
ENSG00000226405,RP5-984P4.1
ENSG00000278041,RP5-984P4.6
ENSG00000125820,NKX2-2
ENSG00000258197,NKX2-2-AS1
ENSG00000279082,RP1-167O22.1
ENSG00000280350,RP5-1065O2.4
ENSG00000125813,PAX1
ENSG00000238034,RP5-1185K9.1
ENSG00000234435,LINC01432
ENSG00000225170,RP5-828K20.1
ENSG00000204684,RP5-1004I9.1
ENSG00000259974,LINC00261
ENSG00000237396,LINC01384
ENSG00000213882,CYB5P4
ENSG00000228935,RP11-189G24.2
ENSG00000230492,RP4-753D10.5
ENSG00000234646,RP4-753D10.3
ENSG00000178726,THBD
ENSG00000279447,RP4-737E23.6
ENSG00000125810,CD93
ENSG00000275179,RP4-737E23.7
ENSG00000230387,RP4-737E23.2
ENSG00000277901,RP5-851M4.1
ENSG00000234832,RP3-322G13.7
ENSG00000132661,NXT1
ENSG00000232645,LINC01431
ENSG00000125812,GZF1
ENSG00000125814,NAPB
ENSG00000125823,CSTL1
ENSG00000226344,CST12P
ENSG00000260202,RP3-333B15.4
ENSG00000204663,CST13P
ENSG00000101435,CST9L
ENSG00000101439,CST3
ENSG00000225056,RP11-218C14.5
ENSG00000230908,XXyac-YX60D10.1
ENSG00000149435,GGTLC1
ENSG00000230133,FLJ33581
ENSG00000200231,RNU1-23P
ENSG00000232200,RP4-564O4.1
ENSG00000101463,SYNDIG1
ENSG00000228539,RP11-526K17.2
ENSG00000231015,RP5-860P4.2
ENSG00000274173,RP4-568C11.4
ENSG00000077984,CST7
ENSG00000101474,APMAP
ENSG00000154930,ACSS1
ENSG00000275358,RP5-1025A1.3
ENSG00000100987,VSX1
ENSG00000230725,RP4-738P15.1
ENSG00000197586,ENTPD6
ENSG00000279322,RP4-738P15.6
ENSG00000277938,RP5-965G21.3
ENSG00000274414,RP5-965G21.4
ENSG00000100994,PYGB
ENSG00000276952,RP5-965G21.6
ENSG00000100997,ABHD12
ENSG00000101003,GINS1
ENSG00000101004,NINL
ENSG00000170191,NANP
ENSG00000213742,ZNF337-AS1
ENSG00000242236,RN7SL594P
ENSG00000236542,MED28P7
ENSG00000130684,ZNF337
ENSG00000278383,RP4-694B14.8
ENSG00000230772,VN1R108P
ENSG00000226465,RP13-401N8.1
ENSG00000175170,FAM182B
ENSG00000226203,RP4-760C5.5
ENSG00000231081,RP4-760C5.3
ENSG00000204556,CTD-2514C3.1
ENSG00000125804,FAM182A
ENSG00000240108,NCOR1P1
ENSG00000227195,MIR663AHG
ENSG00000238129,RP3-410C9.2
ENSG00000205611,RP4-610C12.4
ENSG00000225490,RP4-610C12.3
ENSG00000200325,Y_RNA
ENSG00000231934,RP4-610C12.1
ENSG00000149531,FRG1B
ENSG00000221319,AL441988.1
ENSG00000238151,MLLT10P1
ENSG00000277112,RP11-755J8.1
ENSG00000224628,RP5-854E16.2
ENSG00000237929,RPL31P3
ENSG00000236121,HAUS6P2
ENSG00000131068,DEFB118
ENSG00000180483,DEFB119
ENSG00000204548,DEFB121
ENSG00000204547,DEFB122
ENSG00000180424,DEFB123
ENSG00000180383,DEFB124
ENSG00000088320,REM1
ENSG00000233354,LINC00028
ENSG00000101294,HM13
ENSG00000230613,HM13-AS1
ENSG00000278276,RP3-324O17.8
ENSG00000125968,ID1
ENSG00000131055,COX4I2
ENSG00000171552,BCL2L1
ENSG00000236559,RP11-243J16.7
ENSG00000281376,ABALON
ENSG00000088325,TPX2
ENSG00000101306,MYLK2
ENSG00000179772,FOXS1
ENSG00000149599,DUSP15
ENSG00000131044,TTLL9
ENSG00000088356,PDRG1
ENSG00000260903,XKR7
ENSG00000101331,CCM2L
ENSG00000226239,RP1-310O13.7
ENSG00000101336,HCK
ENSG00000101337,TM9SF4
ENSG00000265736,AL049539.1
ENSG00000224452,RSL24D1P6
ENSG00000235217,TSPY26P
ENSG00000126003,PLAGL2
ENSG00000101346,POFUT1
ENSG00000101350,KIF3B
ENSG00000277692,RP11-358N2.2
ENSG00000171456,ASXL1
ENSG00000197183,NOL4L
ENSG00000236772,RP5-1184F4.5
ENSG00000277301,RP5-1184F4.7
ENSG00000233293,RP11-410N8.3
ENSG00000204393,RP11-410N8.4
ENSG00000198547,C20orf203
ENSG00000175730,BAK1P1
ENSG00000149600,COMMD7
ENSG00000088305,DNMT3B
ENSG00000101367,MAPRE1
ENSG00000260536,RP5-1085F17.4
ENSG00000260257,RP5-1085F17.3
ENSG00000215529,EFCAB8
ENSG00000167098,SUN5
ENSG00000078898,BPIFB2
ENSG00000186190,BPIFB3
ENSG00000186191,BPIFB4
ENSG00000131050,BPIFA2
ENSG00000183566,BPIFA4P
ENSG00000224876,RP11-49G10.3
ENSG00000131059,BPIFA3
ENSG00000198183,BPIFA1
ENSG00000125999,BPIFB1
ENSG00000233146,BPIFB5P
ENSG00000125997,BPIFB9P
ENSG00000101391,CDK5RAP1
ENSG00000101400,SNTA1
ENSG00000078699,CBFA2T2
ENSG00000275223,RP1-63M2.7
ENSG00000125967,NECAB3
ENSG00000149609,C20orf144
ENSG00000182584,ACTL10
ENSG00000101412,E2F1
ENSG00000101417,PXMP4
ENSG00000229188,RP4-553F4.2
ENSG00000131061,ZNF341
ENSG00000230837,RPL31P2
ENSG00000230753,ZNF341-AS1
ENSG00000101421,CHMP4B
ENSG00000214200,TPM3P2
ENSG00000228958,PIGPP3
ENSG00000228265,RALY-AS1
ENSG00000125970,RALY
ENSG00000228386,RP5-1125A11.4
ENSG00000125977,EIF2S2
ENSG00000225246,RPS2P1
ENSG00000101440,ASIP
ENSG00000214185,XPOTP1
ENSG00000250917,RP4-785G19.5
ENSG00000101444,AHCY
ENSG00000078747,ITCH
ENSG00000201498,Y_RNA
ENSG00000236388,ITCH-AS1
ENSG00000181741,FDX1P1
ENSG00000125971,DYNLRB1
ENSG00000206582,Y_RNA
ENSG00000101460,MAP1LC3A
ENSG00000101464,PIGU
ENSG00000198646,NCOA6
ENSG00000078804,TP53INP2
ENSG00000225336,HMGB3P1
ENSG00000131067,GGT7
ENSG00000131069,ACSS2
ENSG00000100983,GSS
ENSG00000078814,MYH7B
ENSG00000100991,TRPC4AP
ENSG00000088298,EDEM2
ENSG00000101000,PROCR
ENSG00000278367,RP11-42O4.2
ENSG00000269202,RP4-614O4.12
ENSG00000126005,MMP24-AS1
ENSG00000229230,MT1P3
ENSG00000125966,MMP24
ENSG00000261582,RP4-614O4.11
ENSG00000242372,EIF6
ENSG00000235214,FAM83C-AS1
ENSG00000125998,FAM83C
ENSG00000101019,UQCC1
ENSG00000204183,GDF5OS
ENSG00000125965,GDF5
ENSG00000126001,CEP250
ENSG00000230155,RP3-477O4.14
ENSG00000242507,RP3-477O4.5
ENSG00000125991,ERGIC3
ENSG00000224497,RPL36P4
ENSG00000088340,FER1L4
ENSG00000227401,RPL37P1
ENSG00000061656,SPAG4
ENSG00000214078,CPNE1
ENSG00000272897,RP1-309K20.6
ENSG00000222460,RN7SKP271
ENSG00000244005,NFS1
ENSG00000125995,ROMO1
ENSG00000131051,RBM39
ENSG00000225357,RPF2P1
ENSG00000025293,PHF20
ENSG00000234274,COX7BP2
ENSG00000199676,Y_RNA
ENSG00000171222,SCAND1
ENSG00000149646,CNBD2
ENSG00000260032,LINC00657
ENSG00000277235,RP4-550H1.7
ENSG00000234139,RP4-550H1.4
ENSG00000237063,RP4-550H1.5
ENSG00000088367,EPB41L1
ENSG00000232406,RP11-234K24.3
ENSG00000278035,RP11-234K24.6
ENSG00000131043,AAR2
ENSG00000080845,DLGAP4
ENSG00000232907,DLGAP4-AS1
ENSG00000101335,MYL9
ENSG00000259399,TGIF2-C20orf24
ENSG00000101084,C20orf24
ENSG00000101082,SLA2
ENSG00000227688,HNRNPA3P2
ENSG00000101079,NDRG3
ENSG00000149636,DSN1
ENSG00000149639,SOGA1
ENSG00000101342,TLDC2
ENSG00000101347,SAMHD1
ENSG00000080839,RBL1
ENSG00000226144,RPS27AP3
ENSG00000269846,RP4-621N11.2
ENSG00000101353,MROH8
ENSG00000118705,RPN2
ENSG00000118702,GHRH
ENSG00000101363,MANBAL
ENSG00000197122,SRC
ENSG00000213979,RPL7AP14
ENSG00000166619,BLCAP
ENSG00000053438,NNAT
ENSG00000235044,PPIAP3
ENSG00000274469,RP11-425M5.8
ENSG00000225759,LINC00489
ENSG00000204117,RP4-640H8.2
ENSG00000132792,CTNNBL1
ENSG00000132821,VSTM2L
ENSG00000199683,RN7SKP185
ENSG00000101407,TTI1
ENSG00000101413,RPRD1B
ENSG00000198959,TGM2
ENSG00000149633,KIAA1755
ENSG00000101425,BPI
ENSG00000206249,CTD-2308N23.2
ENSG00000129988,LBP
ENSG00000275285,RP4-564F22.6
ENSG00000224635,RP4-564F22.5
ENSG00000275401,RP4-564F22.7
ENSG00000196756,SNHG17
ENSG00000174365,SNHG11
ENSG00000170471,RALGAPB
ENSG00000182035,ADIG
ENSG00000124143,ARHGAP40
ENSG00000277965,Metazoa_SRP
ENSG00000101438,SLC32A1
ENSG00000101442,ACTR5
ENSG00000101445,PPP1R16B
ENSG00000101447,FAM83D
ENSG00000274825,RP4-616B8.5
ENSG00000261431,RP4-616B8.4
ENSG00000101452,DHX35
ENSG00000223864,NPM1P19
ENSG00000230324,RP4-705O1.1
ENSG00000281574,Metazoa_SRP
ENSG00000229976,RP5-1031J8.1
ENSG00000237767,LINC01370
ENSG00000233415,RP11-101E14.3
ENSG00000223410,RP1-191L6.2
ENSG00000204103,MAFB
ENSG00000229771,RP4-644L1.2
ENSG00000198900,TOP1
ENSG00000226648,PLCG1-AS1
ENSG00000124181,PLCG1
ENSG00000174306,ZHX3
ENSG00000132793,LPIN3
ENSG00000183798,EMILIN3
ENSG00000124177,CHD6
ENSG00000232493,RPL12P11
ENSG00000225458,RP5-1121H13.4
ENSG00000223651,RP5-1121H13.1
ENSG00000228959,RP5-1121H13.3
ENSG00000196090,PTPRT
ENSG00000229892,RP4-730D4.1
ENSG00000229042,RP1-232N11.2
ENSG00000227599,RP4-753D4.2
ENSG00000233508,RP1-269M15.3
ENSG00000240639,RN7SL666P
ENSG00000226038,PPIAP21
ENSG00000124193,SRSF6
ENSG00000201372,RNU6-1251P
ENSG00000185513,L3MBTL1
ENSG00000234271,RP1-138B7.4
ENSG00000277611,RP1-138B7.6
ENSG00000226143,RP1-138B7.5
ENSG00000101049,SGK2
ENSG00000101052,IFT52
ENSG00000215467,RPL27AP
ENSG00000101057,MYBL2
ENSG00000124191,TOX2
ENSG00000149596,JPH2
ENSG00000132823,OSER1
ENSG00000223891,OSER1-AS1
ENSG00000124194,GDAP1L1
ENSG00000197296,FITM2
ENSG00000101074,R3HDML
ENSG00000226812,RP5-881L22.5
ENSG00000101076,HNF4A
ENSG00000229005,HNF4A-AS1
ENSG00000168746,C20orf62
ENSG00000226243,RPL37AP1
ENSG00000124120,TTPAL
ENSG00000132824,SERINC3
ENSG00000168734,PKIG
ENSG00000196839,ADA
ENSG00000132832,LINC01260
ENSG00000244558,KCNK15-AS1
ENSG00000064205,WISP2
ENSG00000124249,KCNK15
ENSG00000101098,RIMS4
ENSG00000277708,PGBD4P2
ENSG00000166913,YWHAB
ENSG00000101104,PABPC1L
ENSG00000025772,TOMM34
ENSG00000227477,STK4-AS1
ENSG00000101109,STK4
ENSG00000124134,KCNS1
ENSG00000124102,PI3
ENSG00000124107,SLPI
ENSG00000124159,MATN4
ENSG00000124232,RBPJL
ENSG00000124145,SDC4
ENSG00000204070,SYS1
ENSG00000254806,SYS1-DBNDD2
ENSG00000124251,TP53TG5
ENSG00000124155,PIGT
ENSG00000277022,RP3-453C12.15
ENSG00000269549,RP3-461P17.10
ENSG00000101443,WFDC2
ENSG00000237464,RP3-461P17.9
ENSG00000243543,WFDC6
ENSG00000249139,EPPIN-WFDC6
ENSG00000158901,WFDC8
ENSG00000180205,WFDC9
ENSG00000180305,WFDC10A
ENSG00000235508,RPS2P7
ENSG00000180083,WFDC11
ENSG00000182931,WFDC10B
ENSG00000168634,WFDC13
ENSG00000149651,SPINT4
ENSG00000124116,WFDC3
ENSG00000101457,DNTTIP1
ENSG00000175063,UBE2C
ENSG00000101470,TNNC2
ENSG00000124104,SNX21
ENSG00000101473,ACOT8
ENSG00000132801,ZSWIM3
ENSG00000168612,ZSWIM1
ENSG00000149634,SPATA25
ENSG00000124257,NEURL2
ENSG00000064601,CTSA
ENSG00000271984,RP3-337O18.9
ENSG00000100979,PLTP
ENSG00000100982,PCIF1
ENSG00000198026,ZNF335
ENSG00000235525,FTLP1
ENSG00000100985,MMP9
ENSG00000204044,RP11-465L10.10
ENSG00000124140,SLC12A5
ENSG00000124160,NCOA5
ENSG00000213820,RPL13P2
ENSG00000101017,CD40
ENSG00000229957,RP5-998H6.2
ENSG00000149654,CDH22
ENSG00000080189,SLC35C2
ENSG00000273828,RP11-394O2.3
ENSG00000062598,ELMO2
ENSG00000215452,ZNF663P
ENSG00000225849,RP5-981L23.2
ENSG00000184617,ZNF840P
ENSG00000198185,ZNF334
ENSG00000149635,OCSTAMP
ENSG00000158296,SLC13A3
ENSG00000172315,TP53RK
ENSG00000271784,RP1-28H20.3
ENSG00000197496,SLC2A10
ENSG00000064655,EYA2
ENSG00000101040,ZMYND8
ENSG00000267882,RP4-569M23.5
ENSG00000231119,RP4-569M23.2
ENSG00000224565,RP1-148H17.1
ENSG00000234075,RPL35AP
ENSG00000124151,NCOA3
ENSG00000229853,RP5-1049G16.4
ENSG00000196562,SULF2
ENSG00000255438,CTD-2653D5.1
ENSG00000237423,LINC01522
ENSG00000276923,RP11-321P16.1
ENSG00000235621,LINC00494
ENSG00000281460,RP5-991B18.2
ENSG00000124126,PREX1
ENSG00000278231,RP5-906C1.1
ENSG00000124198,ARFGEF2
ENSG00000230758,SNAP23P
ENSG00000227431,CSE1L-AS1
ENSG00000124207,CSE1L
ENSG00000124214,STAU1
ENSG00000226284,ARPC3P1
ENSG00000124228,DDX27
ENSG00000124201,ZNFX1
ENSG00000177410,ZFAS1
ENSG00000158445,KCNB1
ENSG00000124212,PTGIS
ENSG00000158470,B4GALT5
ENSG00000276031,Metazoa_SRP
ENSG00000231878,SNRPFP1
ENSG00000197818,SLC9A8
ENSG00000158480,SPATA2
ENSG00000269103,Metazoa_SRP
ENSG00000124226,RNF114
ENSG00000229222,KRT18P4
ENSG00000206710,RNU6-147P
ENSG00000124216,SNAI1
ENSG00000124208,TMEM189-UBE2V1
ENSG00000240849,TMEM189
ENSG00000237595,RP11-112L6.3
ENSG00000234698,RP11-112L6.2
ENSG00000231742,LINC01273
ENSG00000277449,CEBPB-AS1
ENSG00000172216,CEBPB
ENSG00000224397,LINC01272
ENSG00000203999,LINC01270
ENSG00000233077,LINC01271
ENSG00000196396,PTPN1
ENSG00000239742,RN7SL672P
ENSG00000232043,RP4-530I15.9
ENSG00000208018,MIR645
ENSG00000042062,FAM65C
ENSG00000231302,RPL36P2
ENSG00000234693,RP4-530I15.6
ENSG00000124171,PARD6B
ENSG00000124243,BCAS4
ENSG00000230043,TMSB4XP6
ENSG00000101126,ADNP
ENSG00000228663,PSMD10P1
ENSG00000259456,ADNP-AS1
ENSG00000000419,DPM1
ENSG00000124217,MOCS3
ENSG00000232358,RP5-955M13.4
ENSG00000026559,KCNG1
ENSG00000279835,RP4-811M8.1
ENSG00000101096,NFATC2
ENSG00000054793,ATP9A
ENSG00000275370,AL138807.1
ENSG00000101115,SALL4
ENSG00000227964,LINC01429
ENSG00000020256,ZFP64
ENSG00000234948,LINC01524
ENSG00000225785,RP4-583K8.1
ENSG00000232465,RP5-1022J11.2
ENSG00000232294,RP4-715N11.2
ENSG00000182463,TSHZ2
ENSG00000223492,RP11-15M15.1
ENSG00000227705,RP11-15M15.2
ENSG00000271774,RP4-678D15.1
ENSG00000259723,RP5-823G15.5
ENSG00000197670,RP4-724E16.2
ENSG00000171940,ZNF217
ENSG00000235415,AC005808.3
ENSG00000064787,BCAS1
ENSG00000236352,AC005220.3
ENSG00000019186,CYP24A1
ENSG00000101132,PFDN4
ENSG00000101134,DOK5
ENSG00000185834,RPL12P4
ENSG00000235166,LINC01440
ENSG00000224008,LINC01441
ENSG00000054803,CBLN4
ENSG00000124089,MC3R
ENSG00000124098,FAM210B
ENSG00000087586,AURKA
ENSG00000101138,CSTF1
ENSG00000087589,CASS4
ENSG00000022277,RTFDC1
ENSG00000124091,GCNT7
ENSG00000124103,FAM209A
ENSG00000213714,FAM209B
ENSG00000225657,RP5-843L14.1
ENSG00000214541,RPS4XP3
ENSG00000087510,TFAP2C
ENSG00000237000,PTMAP6
ENSG00000203266,RP11-560A15.3
ENSG00000101144,BMP7
ENSG00000226308,RP4-813D12.3
ENSG00000054796,SPO11
ENSG00000101146,RAE1
ENSG00000256222,MTRNR2L3
ENSG00000218018,RP4-800J21.3
ENSG00000132819,RBM38
ENSG00000124097,HMGB1P1
ENSG00000124092,CTCFL
ENSG00000124253,PCK1
ENSG00000124256,ZBP1
ENSG00000124225,PMEPA1
ENSG00000278709,RP5-1059L7.1
ENSG00000124237,C20orf85
ENSG00000124227,ANKRD60
ENSG00000124224,PPP4R1L
ENSG00000124209,RAB22A
ENSG00000124164,VAPB
ENSG00000198768,APCDD1L
ENSG00000231290,APCDD1L-AS1
ENSG00000268941,RP5-907D15.4
ENSG00000124222,STX16
ENSG00000254995,STX16-NPEPL1
ENSG00000215440,NPEPL1
ENSG00000237121,PIEZO1P2
ENSG00000268649,RP4-806M20.4
ENSG00000235590,GNAS-AS1
ENSG00000087460,GNAS
ENSG00000225806,RP1-309F20.3
ENSG00000101158,NELFCD
ENSG00000101160,CTSZ
ENSG00000101162,TUBB1
ENSG00000124172,ATP5E
ENSG00000101166,SLMO2
ENSG00000232925,MRPS16P2
ENSG00000274961,RP3-492J12.2
ENSG00000124203,ZNF831
ENSG00000124205,EDN3
ENSG00000225129,RP4-614C15.2
ENSG00000087495,PHACTR3
ENSG00000238194,RP4-719C8.1
ENSG00000196074,SYCP2
ENSG00000196227,FAM217B
ENSG00000132825,PPP1R3D
ENSG00000124215,CDH26
ENSG00000176659,C20orf197
ENSG00000276093,RP5-1017F8.2
ENSG00000228340,MIR646HG
ENSG00000276627,RP5-1016A21.1
ENSG00000179242,CDH4
ENSG00000277270,RP5-827E24.1
ENSG00000179253,RP11-429E11.3
ENSG00000225106,RP11-429E11.2
ENSG00000130699,TAF4
ENSG00000149657,LSM14B
ENSG00000280448,AL078633.1
ENSG00000101182,PSMA7
ENSG00000184402,SS18L1
ENSG00000101181,MTG2
ENSG00000101180,HRH3
ENSG00000130703,OSBPL2
ENSG00000130706,ADRM1
ENSG00000226332,RP11-157P1.4
ENSG00000130702,LAMA5
ENSG00000228812,LAMA5-AS1
ENSG00000273619,RP5-908M14.9
ENSG00000171858,RPS21
ENSG00000149679,CABLES2
ENSG00000130701,RBBP8NL
ENSG00000233017,RP5-908M14.5
ENSG00000130700,GATA5
ENSG00000174403,C20orf166-AS1
ENSG00000174407,MIR1-1HG
ENSG00000273812,WI2-87327B8.2
ENSG00000167046,RP11-93B14.6
ENSG00000101187,SLCO4A1
ENSG00000232803,SLCO4A1-AS1
ENSG00000237687,LINC00686
ENSG00000101188,NTSR1
ENSG00000223669,RP11-93B14.4
ENSG00000101189,MRGBP
ENSG00000229873,OGFR-AS1
ENSG00000060491,OGFR
ENSG00000092758,COL9A3
ENSG00000101190,TCFL5
ENSG00000236527,ARF4P2
ENSG00000101191,DIDO1
ENSG00000101193,GID8
ENSG00000101194,SLC17A9
ENSG00000272259,RP11-305P22.9
ENSG00000231133,HAR1B
ENSG00000225978,HAR1A
ENSG00000260416,RP5-963E22.5
ENSG00000231977,RP5-963E22.4
ENSG00000149658,YTHDF1
ENSG00000273821,RP5-963E22.6
ENSG00000101197,BIRC7
ENSG00000101198,NKAIN4
ENSG00000275620,FLJ16779
ENSG00000101199,ARFGAP1
ENSG00000101203,COL20A1
ENSG00000101204,CHRNA4
ENSG00000203900,RP11-261N11.8
ENSG00000075043,KCNQ2
ENSG00000280936,RP11-358D14.3
ENSG00000226390,RP11-358D14.2
ENSG00000101210,EEF1A2
ENSG00000230226,RP4-697K14.3
ENSG00000125534,PPDPF
ENSG00000101213,PTK6
ENSG00000275812,RP4-697K14.15
ENSG00000125531,C20orf195
ENSG00000130589,HELZ2
ENSG00000101216,GMEB2
ENSG00000232442,CTD-3184A7.4
ENSG00000197457,STMN3
ENSG00000258366,RTEL1
ENSG00000026036,RTEL1-TNFRSF6B
ENSG00000101246,ARFRP1
ENSG00000197114,ZGPAT
ENSG00000273154,RP4-583P15.15
ENSG00000274501,RP4-583P15.16
ENSG00000273047,RP4-583P15.14
ENSG00000125520,SLC2A4RG
ENSG00000130584,ZBTB46
ENSG00000229299,RP4-583P15.10
ENSG00000231208,ZBTB46-AS1
ENSG00000268858,RP4-591C20.9
ENSG00000183260,ABHD16B
ENSG00000101150,TPD52L2
ENSG00000101152,DNAJC5
ENSG00000198276,UCKL1
ENSG00000280213,UCKL1-AS1
